                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.87112,                0.67972,                0.94852,                0.75972,                0.67041,                0.76112,                0.41324,                 1.6417,                 1.2834,                 1.3869,              9.233e-05,              9.233e-05,              9.233e-05
                     61,                0.86856,                0.68998,                0.94851,                0.73577,                 0.6967,                0.75583,                0.40059,                 1.6556,                 1.3606,                  1.372,             9.0132e-05,             9.0132e-05,             9.0132e-05
                     62,                0.85125,                 0.6756,                0.94132,                0.74451,                0.69971,                0.76163,                0.41331,                 1.6322,                 1.3434,                 1.3671,             8.7934e-05,             8.7934e-05,             8.7934e-05
                     63,                0.87105,                0.67712,                0.95314,                0.72025,                  0.707,                0.76281,                0.41649,                 1.6089,                  1.338,                 1.3565,             8.5736e-05,             8.5736e-05,             8.5736e-05
                     64,                0.86298,                0.66467,                0.94558,                0.75107,                0.70214,                0.76215,                0.40839,                 1.6206,                 1.3598,                 1.3602,             8.3539e-05,             8.3539e-05,             8.3539e-05
                     65,                0.85337,                0.66661,                0.94638,                0.77157,                0.67983,                0.75504,                0.40871,                 1.5972,                 1.3444,                 1.3446,             8.1341e-05,             8.1341e-05,             8.1341e-05
                     66,                0.85178,                 0.6551,                0.94275,                0.76557,                0.66393,                0.74948,                0.40434,                 1.6109,                 1.3299,                 1.3515,             7.9143e-05,             7.9143e-05,             7.9143e-05
                     67,                0.84058,                0.64933,                0.94594,                 0.7428,                0.69277,                0.75003,                0.40698,                 1.6113,                 1.3417,                  1.341,             7.6945e-05,             7.6945e-05,             7.6945e-05
                     68,                0.83156,                0.64375,                0.93496,                0.71774,                0.71269,                0.75993,                0.41719,                 1.6047,                  1.322,                 1.3498,             7.4747e-05,             7.4747e-05,             7.4747e-05
                     69,                0.82574,                0.63958,                0.93658,                0.76424,                 0.7017,                0.76531,                0.41796,                 1.6103,                 1.3377,                 1.3575,              7.255e-05,              7.255e-05,              7.255e-05
                     70,                0.82474,                0.63614,                0.93416,                0.76242,                 0.6845,                0.75844,                 0.4157,                 1.6272,                  1.313,                 1.3764,             7.0352e-05,             7.0352e-05,             7.0352e-05
                     71,                0.82289,                0.62794,                0.93024,                0.81381,                0.67474,                0.76836,                0.41733,                 1.6264,                 1.3046,                 1.3737,             6.8154e-05,             6.8154e-05,             6.8154e-05
                     72,                0.82186,                0.63193,                0.93241,                0.82409,                0.67675,                0.76384,                0.40897,                 1.6384,                 1.3115,                 1.3773,             6.5956e-05,             6.5956e-05,             6.5956e-05
                     73,                0.81079,                0.62628,                0.93156,                 0.7893,                0.66428,                0.75237,                0.40784,                 1.6304,                 1.3516,                 1.3634,             6.3758e-05,             6.3758e-05,             6.3758e-05
                     74,                0.80436,                0.61352,                0.92693,                0.74159,                0.66859,                0.74786,                0.40728,                 1.6394,                 1.3414,                 1.3776,             6.1561e-05,             6.1561e-05,             6.1561e-05
                     75,                0.81046,                0.61997,                0.92337,                0.79406,                0.66569,                0.75296,                0.41032,                  1.633,                 1.3186,                 1.3853,             5.9363e-05,             5.9363e-05,             5.9363e-05
                     76,                0.79972,                0.61503,                0.92821,                0.78111,                0.65988,                0.75074,                0.39938,                 1.6429,                 1.3281,                 1.3787,             5.7165e-05,             5.7165e-05,             5.7165e-05
                     77,                 0.8065,                0.62076,                0.92945,                0.72946,                0.69521,                0.75291,                0.40471,                 1.6447,                 1.3239,                 1.3844,             5.4967e-05,             5.4967e-05,             5.4967e-05
                     78,                0.79976,                0.61115,                0.92394,                 0.7856,                0.67049,                0.75015,                0.40581,                 1.6217,                  1.351,                 1.3667,             5.2769e-05,             5.2769e-05,             5.2769e-05
                     79,                0.79569,                0.61111,                0.92449,                0.77733,                0.67781,                0.75404,                0.40016,                 1.6394,                 1.3415,                 1.3845,             5.0572e-05,             5.0572e-05,             5.0572e-05
                     80,                 0.7843,                0.60052,                0.92392,                0.76562,                0.67811,                0.75514,                0.40786,                  1.635,                 1.3458,                  1.371,             4.8374e-05,             4.8374e-05,             4.8374e-05
                     81,                0.78029,                0.58977,                0.91822,                0.74836,                 0.6862,                0.75416,                0.41381,                 1.6194,                 1.3131,                 1.3578,             4.6176e-05,             4.6176e-05,             4.6176e-05
                     82,                0.78131,                0.59342,                0.92276,                0.78253,                0.67023,                0.75833,                 0.4071,                 1.6273,                 1.3447,                 1.3703,             4.3978e-05,             4.3978e-05,             4.3978e-05
                     83,                0.77749,                0.60074,                0.91506,                0.74834,                0.67152,                0.74685,                0.40593,                 1.6369,                 1.3222,                 1.3669,              4.178e-05,              4.178e-05,              4.178e-05
                     84,                0.77034,                0.58674,                0.92032,                0.75499,                0.68402,                0.75254,                0.40555,                 1.6328,                 1.3313,                 1.3743,             3.9583e-05,             3.9583e-05,             3.9583e-05
                     85,                0.76415,                 0.5786,                0.91573,                0.78024,                0.68153,                0.75526,                0.40807,                 1.6277,                 1.3359,                 1.3666,             3.7385e-05,             3.7385e-05,             3.7385e-05
                     86,                0.76883,                0.57916,                0.91405,                0.77316,                0.68364,                0.74933,                 0.4063,                 1.6363,                 1.3533,                  1.371,             3.5187e-05,             3.5187e-05,             3.5187e-05
                     87,                0.74901,                0.56872,                0.90938,                0.77481,                0.69263,                0.75691,                0.40819,                 1.6332,                 1.3439,                 1.3773,             3.2989e-05,             3.2989e-05,             3.2989e-05
                     88,                0.75689,                0.57279,                0.91332,                0.76199,                0.69117,                0.75577,                0.40994,                 1.6327,                  1.342,                 1.3826,             3.0791e-05,             3.0791e-05,             3.0791e-05
                     89,                0.75803,                0.56801,                0.91106,                0.75038,                0.70063,                0.74409,                0.40914,                 1.6247,                 1.3402,                  1.375,             2.8594e-05,             2.8594e-05,             2.8594e-05
                     90,                0.75766,                0.57526,                0.91654,                0.72368,                0.70701,                0.75351,                0.40597,                 1.6321,                 1.3562,                 1.3691,             2.6396e-05,             2.6396e-05,             2.6396e-05
                     91,                0.72218,                0.51085,                0.90473,                0.75149,                0.67318,                0.73157,                0.40218,                 1.6093,                 1.3748,                 1.3624,             2.4198e-05,             2.4198e-05,             2.4198e-05
                     92,                0.69559,                0.49639,                0.89476,                0.77877,                0.66399,                0.74142,                0.40278,                 1.6159,                 1.3921,                 1.3657,                2.2e-05,                2.2e-05,                2.2e-05
                     93,                0.69692,                0.49223,                0.89678,                0.78213,                0.66063,                0.74055,                0.40838,                 1.6107,                 1.3655,                 1.3698,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     94,                0.68359,                0.48012,                 0.8884,                0.77488,                0.66489,                 0.7456,                0.40731,                 1.6181,                 1.4034,                 1.3717,             1.7605e-05,             1.7605e-05,             1.7605e-05
                     95,                0.67529,                0.47374,                0.88605,                0.78551,                0.65005,                0.74531,                0.40998,                  1.621,                  1.394,                 1.3757,             1.5407e-05,             1.5407e-05,             1.5407e-05
                     96,                0.67678,                0.46791,                0.88559,                0.78707,                0.65499,                0.74259,                0.40756,                 1.6202,                 1.3766,                 1.3741,             1.3209e-05,             1.3209e-05,             1.3209e-05
                     97,                0.67327,                0.47206,                0.88242,                0.77533,                0.66829,                0.74775,                0.41075,                 1.6085,                 1.3658,                 1.3719,             1.1011e-05,             1.1011e-05,             1.1011e-05
                     98,                0.66389,                0.46815,                0.88179,                 0.7706,                0.66455,                0.74946,                 0.4101,                 1.6118,                 1.3726,                 1.3746,             8.8134e-06,             8.8134e-06,             8.8134e-06
                     99,                0.66521,                0.46791,                0.88002,                0.78792,                0.65397,                0.74677,                 0.4087,                 1.6159,                 1.3717,                 1.3762,             6.6156e-06,             6.6156e-06,             6.6156e-06
                    100,                0.66482,                0.47359,                0.88229,                0.78891,                0.65506,                   0.75,                0.41251,                 1.6172,                 1.3708,                 1.3773,             4.4178e-06,             4.4178e-06,             4.4178e-06
